,nickname,text,score,like,dislike,time,watch_movie
4934,성진(kmw1****),개인적으로 마블영화중에 가장 재미있었다,10,2,0,2019-04-24 18:29:00,관람객
4935,지원양(yang****),어벤져스에 대한 이해가 없으면 절대 재밌게 볼수 없음 이해가 있다면 울면서 볼 영화...그리고 마지막에 띠용하게 되는 영화....암튼 재밌었다 어벤져스 잘 모르는 사람은 보지마세요 3시간 짜리니까 잘 생각해요.......,9,2,0,2019-04-24 18:28:00,0
4936,구여사(ange****),캡틴최고..!!!! 재밌어요,10,2,0,2019-04-24 18:25:00,관람객
4937,에이오오(vlss****),역대급 히어로물 입니다,10,2,0,2019-04-24 18:24:00,0
4938,조인성(1034****),스포하는 인간들아 니만보면 다냐 진짜 이런쓰레기들이 존재하다니 심히 놀랍네,10,2,0,2019-04-24 18:20:00,0
4939,탕진라이프(fire****),눈물콧물펑펑 으어엉 마블이여 영원하라,10,2,0,2019-04-24 18:18:00,0
4940,xpwm****,재미있게봤고스포일러보고가지마세요,10,2,0,2019-04-24 18:05:00,관람객
4941,괴도시란(emfp****),아이언맨 돌아와라ㅠㅠㅠㅠ,10,2,0,2019-04-24 18:05:00,관람객
4942,jenn****,어벤져스가 마지막이라고 생각하며 보니 더 슬펐어요.온몸에 전율과 감동3시간 동안  단1초도 지루함을 느끼지 못했어요.,10,2,0,2019-04-24 18:04:00,0
4943,원웅상사(fksl****),지구를 구하는 히어로는 생쥐였어~~~~,10,2,0,2019-04-24 18:03:00,0
4944,자방(jaba****),남자가 태어나서 3번 울면 그중 한번은 앤드게임을 볼때이다.,10,2,0,2019-04-24 17:55:00,0
4945,할랑방구(tnsv****),이게 10점이 아니면 어떤 영화가 10점이리..,10,2,0,2019-04-24 17:55:00,0
4946,쑤니순(rase****),상영시간이 깁니다. 왔다갔다 자주하실 분은 복도쪽에 앉아주세요. 옆자리 아줌마 남친 따라왔다가 복도에 앉은 제 앞에 6번  들락날락했는데 발로 차고 싶었습니다.,8,2,0,2019-04-24 17:45:00,0
4947,영업(dool****),너무 재밌다 이런게 진짜 영화다,10,2,0,2019-04-24 17:32:00,관람객
4948,hyun(psh9****),i am iron man,10,2,0,2019-04-24 17:27:00,0
4949,하워드서(sora****),인피니티 워는 진짜 에피타이저였네,10,2,0,2019-04-24 17:26:00,0
4950,애덤(gmrf****),어이언맨이 다했다...,10,2,0,2019-04-24 17:20:00,0
4951,호돌이(meta****),최고 웃긴대사-하일하이드라. 눈물찡한대사-아임 아이언맨. 최고의 명장면이 될 장면-어벤져스2;  묠니르들기 내기,10,2,0,2019-04-24 17:17:00,0
4952,이상형송지효(ekrc****),그냥 너무나 아쉽고.. 보는내내 계속 영화끝나지마라 끝나지마라만 생각했다..끝내기 싫다 ㅠㅠ,10,2,0,2019-04-24 17:01:00,0
4953,이니프(kkkk****),마블 팬들을 위해 마련된 180분의 멋진 피날레. 하지만 팬이 아닌 분들이나 액션을 원했던 분들에겐 조금 길게 느껴지는 러닝타임이 될것...,8,2,0,2019-04-24 16:58:00,0
4954,가치투자하자(tzme****),내 토르를 망치고.. 캡틴 마블은 왜 비루하게 만든건가,6,2,0,2019-04-24 16:54:00,0
4955,쿨하게고고(cool****),캡틴마블  비중이  적은건    넘사벽으로 쎄서다,10,2,0,2019-04-24 16:52:00,0
4956,만도(wing****),"기침 소리 ,계속 울리는 전화 진동소리, 시도 때도 없이 들락날락 하는 사람들.. 수 많은 방해 공작 때문에 제대로 즐기지 못해 아쉽다. 후에 dvd로 풀리면 혼자 맥주 한캔하며 보고 싶다..다 큰 아저씨가 폭풍 눈...",10,2,0,2019-04-24 16:51:00,0
4957,5500(uoip****),솔직히 좀 지루했음.. 갠적으로 인피니티워가 더 잼나네요,6,2,0,2019-04-24 16:44:00,0
4958,네오홀릭(eyet****),마블과 함께 했던 추억이 떠올라 마지막에 울컥 했습니다. 마블팬이시면 옛추억이 주마등처럼 스쳐갈겁니다. 그동안 행복했다.,10,2,0,2019-04-24 16:17:00,관람객
4959,ㅎㅎ(baek****),역대급 아쉽기도 하고 재미굿마블 3000만큼 사랑합니다!ㅋ,10,2,0,2019-04-24 16:14:00,0
4960,유진(dbwl****),사랑해요 어벤져스 ㅠㅠ,10,2,0,2019-04-24 16:12:00,0
4961,촌철활인(sian****),인피니트워를 기대하고  보면 후회할 수도..,6,2,0,2019-04-24 16:05:00,0
4962,최진욱(22ji****),역시 마블이다... 완벽해..,10,2,0,2019-04-24 15:48:00,0
4963,모모랜드 연우(gaon****),어벤져스 어셈블!!!,10,2,0,2019-04-24 15:46:00,0
4964,키라키라키(p300****),나만 펑펑 울었나 ㅠㅠㅠ,10,2,0,2019-04-24 15:39:00,0
4965,버그베어(kimh****),그냥 정말 감사합니다이런영화를 볼수 있음에 감사드립니더이렇게 작은 돈을 내고 봐도 괜찮을까하는 생각도듭니다이런 기분이랄거 예상은 했지만공허함과 아쉬움이 많이 남네요너무많이 기다렸고 만족했지만 속상합니다ㅠㅠ,10,2,0,2019-04-24 15:34:00,관람객
