,nickname,text,score,like,dislike,time,watch_movie
359,ChrisK(puha****),여친이 싫어함. 망함.,1,10,5,2015-05-04 23:09:00,관람객
360,kosa****,헐 재미없다. 잠 오는 이런영화 차라리 만화를 만들어라?? ㅠㅠ,1,10,5,2015-04-29 02:54:00,0
361,이수(i8e1****),스칼렛요한슨 때문에 1점... 아님 -9점,1,10,5,2015-04-27 16:49:00,관람객
362,조홍희(yucl****),별로다는사람도있는데 전괜찮던데요때리고뿌시고하는게 재미지더라고요. 다만 캡틴아메리카2랑 아이언맨3랑 미리 보고가야 이해하기 쉬우실거 같아요.,10,10,5,2015-04-23 21:11:00,관람객
363,유진(so__****),덕후를 위한 영화...진짜 멋있다 어벤져스 단어만봐도 심장이 쿵쾅거린다.  N차 찍으러 갑니다,10,10,5,2015-04-23 20:41:00,0
364,OOkaminote(wlst****),"영화의 사정으로 조금씩 각색한 새로운 히어로의 탄생을 내보였다지만, 마블 시네마틱 유니버스 만큼 케릭터의 특성을 제대로 살린 세계관은 보기 힘들다. 이번 어벤져스:AOU에도 그것을 관객들에게 보여주려는 대단함이 느껴...",10,10,5,2015-04-23 20:20:00,0
365,이양지(ejw0****),로봇들이랑 신나개 싸우다 끝낫네욬ㅋ,5,10,5,2015-04-23 13:27:00,관람객
366,gksr****,재미없다...킬링타임용도안됨ㅋ,1,11,6,2015-05-19 23:33:00,관람객
367,hysh****,너무시끄러웡ㅅ오ㅠㅠㅠㅠ,1,11,6,2015-05-17 23:14:00,관람객
368,필랍v(ygyg****),기대에비해재밌지가않음,1,11,6,2015-05-17 20:58:00,관람객
369,abou****,내용도 지루하고  재미없다,1,11,6,2015-05-01 18:56:00,관람객
370,골프프로(bqbb****),1편보다 재미가없어요  분노의질주가 더 재미있어요,1,11,6,2015-04-30 13:28:00,0
371,높은후라이(enqj****),처음 보러간 히어로물 하품만 하다 나왔다.,1,11,6,2015-04-27 13:35:00,0
372,nix8****,영화관에서 졸기는 또 첨이네..스토리 연개성도 전혀 없고~ 뜬금없이 헐크랑 러브라인 나오다가아이언맨이랑 비슷한애 토르망토 입고 나와서정리하고 뭘 어쩌라는건지최악,1,11,6,2015-04-27 11:14:00,0
373,홀리맨(lsih****),지루. 짜증 유치 합니다 흑,1,11,6,2015-04-25 16:49:00,0
374,jisu****,아쉽다..스토리에좀더신경썼으면,1,11,6,2015-04-24 00:47:00,0
375,dqeijds(supe****),지루하고 핵노잼임 보면 암,1,12,7,2015-04-26 22:43:00,0
376,민간인(mins****),참지루하고 재미없다! 솔직히...,1,12,7,2015-04-26 00:46:00,0
377,오리(ttl3****),완젼대실망입다ㅠㅠㅠ,1,12,7,2015-04-24 01:36:00,0
378,데자와할배(shsy****),너무재밌어서 죽고싶은 기분아냐? 10점 주고싶은데 9점만준다 나 죽고싶진 않으니까,9,12,7,2015-04-23 20:18:00,관람객
379,영주아빠(namp****),이런 영화 보며 졸기는 처음. 우리가족 3명 모두 졸았음. 평점남기기도 처음. 1점도 아까운 영화.ㅠㅠ,1,13,8,2015-04-27 12:48:00,0
380,네갈(lees****),여기에 4~5점 주는 사람들  이해안감 .. 화려한그래픽외엔 스토리 삼류,1,13,8,2015-04-27 10:42:00,0
381,yyjh****,얼마전 친구와보고왔는데 1편보다가 보니까 너무식상하네요 주인공들 위주로 만들영화라 줄거리도 없고 기대한것보다는 너무 재미없었네요 차라리 분노의 질주가 10배정도는 더재미있었어요 그럼,1,13,8,2015-04-27 10:12:00,0
382,젊은부자(pboy****),핵노잼 핵노잼 핵노잼 노잼이다,1,13,8,2015-04-26 20:59:00,0
383,선인장(adul****),나 영화보면서 재미없다고 잘 안하는데 이건 좀 재미없었다ㄹㅇ,1,14,9,2017-11-05 21:57:00,0
384,지니3(jini****),유치원수준. 연계성도 없는 전개. 지금까지 봐온 히어로영화 중 최악이었다.,1,14,9,2015-04-25 21:56:00,0
385,je72****,다른 관람객들 위해 재미없을 때만 평점 다는데 안타깝게도 평점 달게 되버렸네요개인적으로 젤 재미없게 본 히어로물이 (앤드류가필드)스파이더맨2인데 어벤져스2가 기록갱신했네요스파이더맨2 잘 보신 분들은 상관없구요아니신 ...,1,16,11,2015-04-24 03:49:00,0
386,flyg****,도대체 이게 왜 이렇게 이슈이고 왜들 좋다고 하는건지?? 노잼이다.왠만하면 평점글 안남기는데...그리고 서울신 기대했는데 서울을 완전 후지게 표현해서 충격받음. 영화보는 외국인들은 우리나라 진짜 못사는줄 알겠다.,1,16,11,2015-04-23 23:45:00,0
387,대태극인(wkdq****),냉면이 맛있다고해서 먹으러 갔는데짜장면만 먹고 나온거 같다,1,17,12,2015-04-23 17:20:00,0
388,에디(supe****),"모든 마블 영화를 보고가야 100% 이해가 가능하지만, 그래도 최소한 캡틴 아메리카2, 아이언맨3, 가디언즈 오브 더 갤럭시는 보고가세요. 이것도 안 보고가서.. 재미없다고 하는 분은 솔직히 영화탓이 아니라 님탓이 ...",10,18,13,2015-04-24 18:59:00,0
389,dud4****,그냥저냥 킬링타임용이었음. 첫날부터 블로거들 알바 쩔고 참 가관 어디 수현이 비중있게 나오디? 서울 저만큼 나오고 2조원 홍보효과? 웃기고 자빠졌네,1,19,14,2015-04-25 03:39:00,0
390,순대쟈베스(poiu****),1탄보다 재미없엇다ㅠㅠ,3,20,15,2015-04-24 17:01:00,관람객
391,예건이(yegu****),퀵실버는 레알 볼때마다 총맞고 죽은거 ㅈㄴ이해 안되네,6,4,0,2020-04-19 15:38:00,0
392,트둥트둥(ychc****),시리즈를 잇는 다리가 되기위해 희생된 영화라는 느낌이 사라지질 않네.,6,4,0,2019-05-20 20:35:00,0
393,집중허자(ohmy****),어벤져스 (모두) 집합!!!,10,4,0,2019-04-29 19:20:00,0
394,행복시작(xfil****),수현 목소리가 기어들어감..발성이 안되는건가 답답...,6,4,0,2019-04-28 14:21:00,0
395,pent****,블랙팬서나 울트론은 둘다 재밌게본 사람이봐도 좀 평이 갈릴것 같은게 느껴지긴하네요.,10,4,0,2019-04-19 06:19:00,0
396,aaaa(chal****),나쁘지는 않았지만 마블 영화 치고는 아쉬웠던 점이 없지않아 있네요..,7,4,0,2018-12-30 20:21:00,0
397,cookie(love****),퀵실버는 여기서 죽이기 아까운데,10,4,0,2018-10-21 01:10:00,0
398,김동윤(dong****),악당이 진화할수록 마블도 진화한다,7,4,0,2018-07-12 22:07:00,0
399,2645****,막시모프남매 스타크의 무기의피해자?유통의 문제지 칼로 살인나면 대장장이 목을칠까?,8,4,0,2018-06-19 01:08:00,0
400,랑봄(lha5****),"캡틴이랑 나타샤의 조합은 역시짱임..!초능력자쌍둥이도 좋았고 ,, 자비스? 항상목소리만들었을때 목소리되게좋다 매력있다생각했음, 그러고 인간으로딱 만들어지니까 뭐 ㄱㅊ네.. 이정도",8,4,0,2018-05-14 01:50:00,0
401,블랙맘바(stil****),"사람들은 심오한 메세지가 있는 척 해야 심오하다고 착각한다. 하지만, 마블은 티내지 않으면서도 진지한 이야기를 한다. 이게 마블이 진짜 무서운 점.",8,4,0,2017-11-22 09:28:00,0
402,꽃보다남자(bill****),마치 호크아이가 주인공 같다.,10,4,0,2017-02-02 22:36:00,0
403,패스트(wlsq****),7.5점 사공이많으면배가산으로간다 액션씬은 훌룡햇지만 지루한전개와 너무많은 편집으로인해 개연성이떨어진부분이 많았다 3시간반영화를 한시간가까이편집했으니원..그래도지루하게길기도하고아무튼 이번작은 기대이하,7,4,0,2016-11-03 18:03:00,0
404,카렌(uke7****),재미있게 봤어요 개인적으로 1이 더 나았던...,7,4,0,2016-04-07 21:31:00,관람객
405,미스터빈(scv1****),재미는 있었는데 2%부족한 느낌,9,4,0,2016-04-07 18:56:00,관람객
406,춤추기(luky****),마블은 사랑입니다. 평점10운 기본입니댜,10,4,0,2015-05-17 16:36:00,관람객
407,조리캣(zori****),액션씬은 볼만합니다. 하지만 스토리전개 뜬금없는 러브스토리 등은 조금 정신사납긴하네요...전작에 비하면 약간 억지스러운 면도 있습니다.,6,4,0,2015-05-16 23:54:00,관람객
408,랩피(kwl7****),액션 새로울 것 같다. 딱 1편 만큼,3,4,0,2015-05-14 23:43:00,관람객
409,심슨(huni****),기대안했는데 지렸다..,10,4,0,2015-05-12 13:36:00,관람객
410,수선화(sy81****),한국나왓을 때도 제가생각하기에 진짜 잘나온거같고 전반적으로 시간가는줄도몰랏고 스릴있고 갠적으로 어벤져스1편보다 나은거같아요,10,4,0,2015-05-09 22:41:00,관람객
411,뚜시뚜시(zzim****),쩌로 아 어벤져스1도 봐야게쑴 ㅠ 첨에 이해 살짝 안갔는데 갈수록 이해가게되고 흥미진진함 또 한번 봐도 괜찮으려나? 여튼 어벤져스같은 장르영화는 너무 좋앙,9,4,0,2015-05-09 21:40:00,관람객
412,김강우(xodn****),말해모해 졸라재밌어 굿,10,4,0,2015-05-09 21:05:00,관람객
413,하늘사랑(jbh0****),스토리가 산만한 보기좋은 화려한 액션활극.특수 효과 좋아하면 추천.,5,4,0,2015-05-09 15:07:00,관람객
414,사람인(chso****),최고 재미있었습니돠.,10,4,0,2015-05-07 16:02:00,관람객
415,bin(bin6****),재미있었어요 간간히나오는 개그도 괜찮았고 수현? 그 우리나라여배우분도 연기 잘하시던데요^^ 잘봤습니다,9,4,0,2015-05-06 14:43:00,관람객
416,권순환(ssoo****),기절기절기절좀기절좀해라,10,4,0,2015-05-06 13:52:00,관람객
417,딩굴이(hws0****),역시 어벤저스 또 언제 기다리냐ㅜㅜ,10,4,0,2015-05-06 13:47:00,관람객
418,아무나(perp****),대단한 스케일과 액션 마블시리즈전체를 관통하는 스토리 다 좋습니다 하나 아쉬운건 우리나라 배경과 배우가 부각되지 않는다는것,9,4,0,2015-05-05 01:39:00,관람객
419,혜린짱123(hye_****),재밌고 재밌어욬ㅋㅎㅋㅎ콬,10,4,0,2015-05-05 01:36:00,관람객
420,드루와(june****),재미있었어요~한국어와 한글이 보일땐 왠지모를 뿌듯함이 있었네요.,9,4,0,2015-05-05 01:18:00,관람객
421,하마(ajh5****),g o o d unbelievable,10,4,0,2015-05-05 01:18:00,관람객
422,addi****,긴말 필요 없음  걍 가서 보세요,10,4,0,2015-05-05 01:18:00,관람객
423,나스(sunj****),다 때려부수는 류의 영화중 베스트,9,4,0,2015-05-04 22:04:00,관람객
424,여름밤의꿀(mids****),재밌었음. 1을 안봐서 내용 파악하는데 한참 걸렸지만,8,4,0,2015-05-04 21:06:00,관람객
425,Sean(sshs****),언제나 실망시키지 않는 마블... 3도 기다려지네요ㅋ,10,4,0,2015-05-04 20:38:00,관람객
426,Suarez(eric****),왜 어벤져스인지 보여준 영화!돈이 아깝지 않았다,10,4,0,2015-05-04 08:11:00,관람객
427,p566****,꿀잼 헐크 아 재밌어요꿀잼,10,4,0,2015-05-04 08:11:00,관람객
428,Any(jn62****),와우~~쒼나는 영화였어요.역시 마블~~다음편 기다릴게영,10,4,0,2015-05-04 01:38:00,관람객
429,어머미안(love****),쉴새 없는 약션은 좋으나 이야기의 흐름이 담편이 더 기되돠네용,8,4,0,2015-05-03 22:54:00,관람객
430,진돌이(dmsw****),재밌었다!다음이기대되는영화,9,4,0,2015-05-02 23:27:00,관람객
431,pola****,Good!! 볼거리..액션..눈이 호강.,10,4,0,2015-05-02 23:22:00,관람객
432,jkmt****,사랑하는 가족과 함께 자랑스런 우리나라 서울도 보고 자랑스런 우리나라 배우 수현씨도 보면서즐거웠습니다^^,10,4,0,2015-05-02 23:20:00,관람객
433,pcj9****,역시 어벤저스 실망시키지 않는군요 재밌어요,10,4,0,2015-05-02 21:00:00,관람객
434,일산 흰둥이 컴패스(wooh****),최고의 액션 히어로 영화당 말이 필요 없는 작품 마블 완전 팬이 되어 버렸다는.... 특히 헐크와 아이언맨 의 격투신 짱이다,10,4,0,2015-05-02 20:16:00,관람객
435,표남주(mall****),첨부터 끝까지 흥미진진 재밌었어요,10,4,0,2015-05-02 13:45:00,관람객
436,내가 찬수다(kcs6****),이건 그냥 스토리도 없고 왜싸우는지도 모르겟고 그냥 막 깨부수는 영화 걍 트랜스포머4보다 재미 없다고 보면됨. 너무 인원이 많아서 산만함 조금이라도 기대하고 본사람은 진짜 실망함.서울이 너무 빈민촌 같이 나오고 진짜...,1,4,0,2015-05-01 23:34:00,0
437,ypgo****,솔직히 7.5점정도 영화같으나 넘 높아서ㅋㅋ,1,4,0,2015-05-01 23:02:00,0
438,박지호(qkrw****),진짜 또 봐도 돈 안 아까울듯...,10,4,0,2015-04-30 20:30:00,관람객
439,GoldPl0x(tuvs****),역시 어벤져스! 완전 잼남,10,4,0,2015-04-30 15:35:00,관람객
440,kor1****,진짜 또 보고 싶을 정도로 재밋다 !!!,10,4,0,2015-04-30 02:15:00,관람객
441,tkfk****,실망시키지 않는 영화~~♡♡♡,10,4,0,2015-04-30 02:10:00,관람객
442,엄마천사(osj5****),구성이 좋았는데도너무 빠른 액션들에눈이 따라다니기 바빴네요,8,4,0,2015-04-29 20:49:00,관람객
443,계란한판(lcsn****),오랜만에 두번 보고싶은 영화를 봤네,10,4,0,2015-04-29 19:48:00,관람객
444,이태균(show****),마블시리즈를 안본여친은 재미없다지만 훗...마블에 한번빠지면 열광하게되지,10,4,0,2015-04-29 19:37:00,관람객
445,경안여고(tnwj****),계속 싸우는 장면만 나오는것같아서 지루하다는 사람도 있지만 저는 재밌게 잘봤습니다 ㅎㅎ캡틴 너무 잘생긴듯 ㅠㅠㅠ♥,9,4,0,2015-04-29 19:36:00,관람객
446,박상용(neve****),오랜만에재미있게보았내요,10,4,0,2015-04-29 19:33:00,관람객
447,병선이(qudt****),마지막장면을못본분들이많더라고요 ㅋㅋ,10,4,0,2015-04-29 19:01:00,관람객
448,기대(piaa****),글쌔요. 영화는 참 잘 만들었지요. 근데 1편에 비해 내용이 이리저리 짜맞춘다는 느낌이 들어서 참 아쉽네요.,6,4,0,2015-04-29 13:12:00,관람객
449,고환주(rhgh****),넘무잼있었당ㅎㅎ역쉬어벤져스짱!,10,4,0,2015-04-28 19:29:00,관람객
450,림림사(lsr1****),여전히 재밌지만 전편보단 어두운 스토리,9,4,0,2015-04-28 08:34:00,관람객
451,뮤리즈(skat****),뭐  나쁘진 않았음 우와 재밌다라기보단 그냥 저냥 돈 안아까운 정도,9,4,0,2015-04-28 07:21:00,관람객
452,포플러(naeg****),액션을 너무 기대했나봄,8,4,0,2015-04-28 00:41:00,관람객
453,rldn****,1편보다 재밌는거 같네요,10,4,0,2015-04-28 00:02:00,관람객
454,페르소나(snsk****),1편의 화려한 액션 기대하고 가면 실망하고 스토리 위주로 감상한다면 추천,8,4,0,2015-04-27 23:58:00,관람객
455,망군(mang****),마지막 후속작 예고인가요?? 새로운 어벤져스와 새로운 악당인듯한데... 파란색으로 변한 헐크?? 지역이 자주 바뀌어 헷갈리는 부분이 있긴했는데... 간간히 나오는 재미... 놀람으로 지루하지 않고 끝까지 흥미로웠던것...,8,4,0,2015-04-27 23:58:00,관람객
456,wpdn****,재밋네요 내용도 탄탄하고 스케일크네요,10,4,0,2015-04-27 23:57:00,관람객
457,베지밀(zzzx****),갠찬트라 보고 울뻔햇어요 감동입니다,10,4,0,2015-04-27 23:16:00,관람객
458,tomo****,간만에 재밌게 봤어요 대작은 대작이네요,10,4,0,2015-04-27 23:05:00,관람객
459,김지훈(95jh****),기대한만큼 잼있다ㅋㅋ,10,4,0,2015-04-27 23:01:00,관람객
460,jin_****,완전 재밌어요 ㅎㅎ볼거리가 풍부하네요,9,4,0,2015-04-27 11:39:00,관람객
461,오빵구(obba****),짱짱재밌어요 꿀잼 예스잼♡ 토르가 짱♡,10,4,0,2015-04-27 11:39:00,관람객
462,아사드(chos****),여기 저기 다 때려 부시는 영화 잼있음,8,4,0,2015-04-27 11:38:00,관람객
463,철군(maca****),시작에서 마지막까지 눈을 땔수 없던 시간들...,9,4,0,2015-04-27 11:23:00,관람객
464,junt****,내가 너무 기대를하고봐서인지   그저그런 스토리같아서 아쉬움 ㅠ,6,4,0,2015-04-27 04:12:00,관람객
465,쌍둥이맘(jame****),시간가는줄 모르고 재미있습니다.~^^,10,4,0,2015-04-27 00:01:00,관람객
466,멋진언니(tick****),너무 재미 있어요.  언제나 마지막은 화려한 ㅋㅋㅋ,10,4,0,2015-04-26 16:11:00,관람객
467,순수(ngel****),긴 시간 지루하지 않았고 연기 특히 요한슨 과 로맨틱 연기도 굿 스타커 등 배역에 어울리는 연기 좋아요,9,4,0,2015-04-26 16:10:00,관람객
468,zzan****,눈이 즐거운 영화네요볼만해요,8,4,0,2015-04-26 16:08:00,관람객
469,송진규(blac****),나름 잼있게 봤어요 1편보단 덜하지만...3편을 기다려봅니다,9,4,0,2015-04-26 13:49:00,관람객
470,amag****,시각적인건  여전히  좋지만  이야기거리가  고갈된 느낌,8,4,0,2015-04-26 13:34:00,관람객
471,주니치(2wns****),부왕부왕 원보다는 좀 재미가 떨어지는듯,7,4,0,2015-04-26 08:43:00,관람객
472,sy_d****,많이많이많이재밌어요.,10,4,0,2015-04-26 01:59:00,관람객
473,mokk****,생가했던것보다 지루하지 않고 액션신 이나 스토리가 잘되 있어서  아이들 이랑 보기에도 좋았던것 같아요~~^^,8,4,0,2015-04-25 23:52:00,관람객
474,luyo****,대박 재밌어 후작도 기대가 되는 계속 했으면,10,4,0,2015-04-25 23:51:00,관람객
475,khr2****,토르 잘생겼어여ㅋㅋ재밌어여!!,8,4,0,2015-04-25 23:50:00,관람객
476,고구마마(good****),역시! 최고입니다! 기대 그이상,10,4,0,2015-04-25 23:49:00,관람객
477,솔라리서(read****),정신없이 보고 나왔네요,9,4,0,2015-04-25 23:12:00,관람객
478,tpfu****,역시임!!!개재밋음,10,4,0,2015-04-25 20:17:00,관람객
479,브리즈(kj79****),너무 압축된 듯한 스토리가 아쉽습니다. 한국 장면은 반갑더라구요,8,4,0,2015-04-25 15:16:00,관람객
480,만컴(90_1****),재미있었습니다 굳 10자,10,4,0,2015-04-25 14:27:00,관람객
481,domi****,스토리는 크게 기대안했지만 역시나 별로였음...액션은 나름 볼만하긴한데 어벤져스1 처음 봤을때만큼 놀랍거나 그러진 않았음...,7,4,0,2015-04-25 11:55:00,관람객
482,태권브이(ejh1****),재미는 있었는데.. 기대를 너무 많이 했는지..하지만 티져 영상으로 인해 3편의 기대감 증폭^^,6,4,0,2015-04-25 08:35:00,관람객
483,Ayu(hp18****),한국영화보단 재미있음,7,4,0,2015-04-24 20:08:00,관람객
484,hoppipolla(lees****),말이 필요없습니다 열번은 더 보아야지!,10,4,0,2015-04-24 19:55:00,관람객
485,vpfm****,역시....마블 ㅎㅎ,9,4,0,2015-04-24 19:29:00,관람객
486,mono****,영화 끝까지좀 보고일어납시다.그리고 앞좌석 킥좀하지말고요.살인충동일어남,10,4,0,2015-04-24 19:23:00,관람객
487,부엉이(your****),마블빠라면 절대 놓칠 수 없는 대작!새 캐릭터의 등장과 로맨스 덕에 조잡스러워졌다고??개소리 마라!전편보다 절묘해진 캐릭터간의 캐미는 극강이란 말이 적절할 것이다.한국 서울시내의 액션신은 가슴이 뭉클할 정도로 화려했...,10,4,0,2015-04-24 19:02:00,0
488,shj(qjar****),재미나게  잘  보았네여....,10,4,0,2015-04-24 19:02:00,관람객
489,denim9(wogu****),화려했어요 잼났구요근데 cg는 예전이 나은듯,9,4,0,2015-04-24 18:59:00,관람객
490,도니맘(daiz****),좋았어요 아이들 데리고 갔는데 좋아하네요특히 우리나라 촬영분이 있어서 더 정이갔습니다,9,4,0,2015-04-24 18:57:00,관람객
491,Franz(mill****),페이즈 2를 마무리하며 페이즈3으로 가는 교두보 역할의 어벤져스2. 액션만 기대하지말고 히어로들의 과거에 대한 심리적인 약점에 포커스를 맞추고 보면 충분히 재미를 느낄 수 있다. 아쉬운건 어색한 한국말과 새로 등장한...,10,4,0,2015-04-24 18:17:00,0
492,초은(noch****),어벤져스1 못본사람들은 이해잘못할듯... 근데 진짜 마블시리즈좋아하는 사람이라면 재밌다는거 이해할꺼다 좀 어두운면을 많이 다루긴했지만 개잼 꿀잼 핵잼,10,4,0,2015-04-24 17:32:00,0
493,설아(iisu****),잘봤습니다 잼있네요 .,10,4,0,2015-04-24 13:12:00,관람객
494,zx44****,기대했었는데 실망시키지 않네요!,10,4,0,2015-04-24 11:43:00,관람객
495,drJ(bbac****),괜히 한국촬영에다가 한국배우 출연했다고 보는 사람들은 재미못느낄듯.1보다 확실히 스토리도 탄탄하고 웃음포인트도 많았다.130분 지루하지 않았음.어벤져스들끼리 엄청 친해졌다고 할까.영화관 안에 사람들은 다 웃으면서 보...,10,4,0,2015-04-24 10:56:00,0
496,루인(bruc****),원작울트론보다 좀약한거 같아서 아쉽. 헐크vs헐크버스터싸움이 가장 박진감넘쳤음. 3편기대된다.,8,4,0,2015-04-24 10:44:00,0
497,유창수(dbzk****),완전 개잼 꿀잼 잼잼잼 헐크짱짱맨,10,4,0,2015-04-24 10:22:00,관람객
498,gdla****,확실히 볼게 많아요 근데 어벤져스 시리즈만 보시고 다른 마블 시리즈를  못보신 분들은 꼭 보시고  관람하시는게 재미가 배가 되실거에요그리고 3d로는 안보시는걸 추천 해드릴께요,8,4,0,2015-04-24 10:19:00,0
499,woru****,짱이엿습당. 캡아 맛져염,10,4,0,2015-04-24 10:02:00,관람객
500,heav****,재미있었고 ....잘 봤어요,10,4,0,2015-04-24 09:58:00,관람객
501,jon1****,재미있게 잘봤어요  각가지  캐릭트들로구성되어있어 좋았어요  그리고 국내배우 한명도  그나마 좋았어요,10,4,0,2015-04-24 09:39:00,관람객
502,김혜린(scre****),최고ㅜㅜ4D로 다시 보러가야겠어요!!!!,10,4,0,2015-04-24 09:37:00,관람객
503,위험한테크닉(kkt1****),최고의 빅재미   울트론  간지,10,4,0,2015-04-24 05:55:00,관람객
504,현태철(hyun****),". 그래픽 쩌네요.  간간히 지루한 요소도 있으나 그래도 스케일 장난 아니네!   김수현의 비중도 꽤 있어보이고요  서울의모습(즉석떡볶이 ㅋ)도. 인상적인듯.  관객동원 꽤 나올듯!~""",8,4,0,2015-04-24 02:05:00,관람객
505,옥돌이(dhrw****),최고 그냥봐ㅋㅋㅋㅋ담편기대됨,10,4,0,2015-04-24 00:31:00,관람객
506,shin****,굿굿  기대햇던만큼 잼있었어요,10,4,0,2015-04-24 00:27:00,관람객
507,JustinK(sdks****),굿이네요 역시 뭐 눈이 화려한 영화,10,4,0,2015-04-24 00:27:00,관람객
508,tie0****,7.8입니다 하하ㅋㅋㅋㅋ,7,4,0,2015-04-24 00:11:00,관람객
509,llll****,재밋엇네요ㅋㅋㅋ이야기 전개가 길어져서 지루했지만 3편이 더 기대되네요ㅎ,10,4,0,2015-04-23 23:17:00,관람객
510,로키(ragn****),1편보다는 못해도 충분히 재미있습니다.,10,4,0,2015-04-23 20:41:00,관람객
511,RyuDreamam(heej****),앞에 남자머리땜에 목아픈거 빼곤 방광 터지는 줄,10,4,0,2015-04-23 20:34:00,관람객
512,kiyk****,재밋어요 열자채우기어렵다,10,4,0,2015-04-23 20:28:00,관람객
513,kjjs****,최고 최고 지루할틈이 없고 다시 보고싶다.,10,4,0,2015-04-23 19:58:00,관람객
514,씨먼(tlah****),ㅎㅎ좋았어요 재밋았어료,9,4,0,2015-04-23 19:48:00,관람객
515,뽀뇽(love****),이렇게 많은 캐릭터들이 나오는데도 불구하고 조화롭고 재밌다! 1편에 비해 2편은 감정선을 많이 끌어올려서 연기자분들의 연기에 빠져들었다.,10,4,0,2015-04-23 19:17:00,0
516,명랑청년(4ugu****),마블 세계관을 알고 있는 사람이 보면 100% 이해가 되는 듯하다. 중간 중간 마블 영화들을 위한 떡밥이 너무 많아서 다른 작품들의 차기작을 위한 징검다리 같은 느낌이었다. 그래도 볼만은하다,9,4,0,2015-04-23 16:39:00,0
517,직장인(oyg2****),재밌는건 완전 대박으로 인정하는부분인데이게 왜 5.18민주화 운동 관련 영화에 있지??(그냥 궁금해서요),10,5,1,2019-10-04 23:25:00,0
518,연우짱(ke82****),너무 잼있어요.감독님이 정말 천재이신듯 ㅋㅋ,10,5,1,2019-07-03 01:54:00,0
519,정미영(jeon****),1편이 재밌지만 다음 시리즈를 위해 꼭거쳐야함 갠적으로 재밌게봄,10,5,1,2017-02-05 02:38:00,0
520,유하랑(hth0****),솔직히 말합니다. 네티즌 평점 믿을게 못됩니다.기자 평론가 평점이 오히려 제 점수랑 같을때가 많습니다..평점은 어린 미성숙 한사람들이 많이 올리는건가요? 궁금함..이영화도 스케일이 큰 영화라고 해서 봤는데 보다가 졸...,1,5,1,2015-11-04 00:02:00,0
521,inja****,이제 그만 만들어라..진짜 유치 ㅋㅋㅋ,1,5,1,2015-10-05 15:36:00,0
522,블랙잭(path****),cg떡칠 스토리는 하급,1,5,1,2015-09-01 18:21:00,0
523,달리기(rura****),보오ㅗ올마안하아암 그저그럼,8,5,1,2015-05-02 14:21:00,관람객
524,swpa****,"마블 사랑한다! dvd 블루레이 확장판이랑 새로운결말, 로키 나온다는데 무조건 지르고 본다",10,5,1,2015-04-30 02:56:00,0
525,빅터우튼그루브(hisd****),마일리지 500원 주세요,10,5,1,2015-04-29 20:56:00,관람객
526,바이러스(jhwj****),재밌고 재밌고 재밌어요,10,5,1,2015-04-29 20:50:00,관람객
527,재민29(jaem****),7점둘라다가 9점준이유는 1에서는 마냥 아이언맨 토르 판이었고 남어진 쩌리쩌리 쩌리짱 이었지만 2에선 진짜 골고루 빛이났고 가장 쩌리라고 생각했던 호크아이 짱짱맨도 강렬했음 이만한 뚜렷한캐릭터를 이렇게 각각 부각시키...,9,5,1,2015-04-29 20:40:00,0
528,뷰티링(bans****),꿀잼입니다 ㅋㅋ돈안아까윰,10,5,1,2015-04-29 20:37:00,관람객
529,nmy1****,데헤헷 역시 어벤져스 실망시키지않네여,9,5,1,2015-04-29 20:29:00,관람객
530,찐자의폭격(ckdt****),짱진짜 정말 20OOO이기대된다 앞으로의 마블라인업들 다 기대된다,10,5,1,2015-04-29 20:25:00,관람객
531,jinh****,그냥 말이필요없어요 울트론이 생각보다 약한거빼면,10,5,1,2015-04-29 20:21:00,관람객
532,강수연(ssoo****),겁나  재밌bbbb 왜 아직 안보죠..?,10,5,1,2015-04-29 20:12:00,관람객
533,굼벵이(okie****),킬링타임용이지만 잘 만들었다. 끝판대장이 너무 싱겁게 끝나서 아쉬움 ㅡㅡ,9,5,1,2015-04-29 20:08:00,0
534,nima****,재미있게 잘 봤습니다. 아들이 특히 좋아하네요.,9,5,1,2015-04-29 20:02:00,관람객
535,김범희(bhki****),와 어벤져스 진짜 갑이다. 스토리 오지구요 전투씬 오지구요 다음편도 빨리 보고 싶구요.,10,5,1,2015-04-25 15:18:00,0
536,개구리(junj****),재밌었음 다음편기대,9,5,1,2015-04-25 04:34:00,관람객
537,pers****,"액션물 별로 안 좋아하는데 이건 완전 몰입해서 봄...but, 대부분의 영화관 모든 관에서 어벤져스를 상영한다는 것은 좀 너무한 것 같음",8,5,1,2015-04-25 03:13:00,관람객
538,사키(rkqc****),이거 마지막에 뭐있으니  다보고들 가세요,10,5,1,2015-04-25 02:03:00,관람객
539,가브리숭숭(soon****),극찬할정도는 아닌거같움한국이 나오는 장면도  챙피함북한인지 한국인지액션만 있고 재치와 센스는 전작에비해 약한거같움  먼가 나올듯 하면서안나오고 끝남  대다나다 할정도는 아님볼만함,8,5,1,2015-04-24 22:11:00,관람객
540,하늘로(redt****),뭐...말이 필요한가요..매니아적 영화긴하지만 나는 매니아 이기때문에~,10,5,1,2015-04-24 19:26:00,관람객
541,차규상(rbtk****),방금보고왔는데 1보고 2봐야 잼씀,10,5,1,2015-04-24 17:22:00,0
542,zldn****,기다리던  만큼 기대한만큼  재미 있었어요,10,5,1,2015-04-24 13:19:00,관람객
