,nickname,text,score,like,dislike,time,watch_movie
1469,청정다시마(prkd****),영웅의 정의와 가장 마무리가 완벽한 히어로물,10,1,0,2014-04-13 14:12:00,0
1470,미르코(lhs0****),참나원....시리즈의 완벽한 결말엔딩의 스름은 명불허전,10,1,0,2014-04-08 14:27:00,0
1471,개럭(jtot****),주인공이 그닥 세지 않지만 나름의 감동이 있는 배트맨 시리즈...,10,1,0,2014-04-08 02:51:00,0
1472,Atrix11(chba****),매트릭스도 글코 대작들의 3탄은 약간씩 아쉽네.. 가자고 어서~,9,1,0,2014-04-02 15:19:00,0
1473,mygr****,이야기와 비주얼을 모두 잡은 놀란표 배트맨이 정말 이대로 끝나는 거야?ㅠㅠ,9,1,0,2014-03-28 14:58:00,0
1474,정혁이(joon****),인생영화 213123214,10,1,0,2014-03-27 02:12:00,0
1475,닐니리(with****),무슨말이필요하겠음....,10,1,0,2014-03-26 20:38:00,0
1476,범군(beat****),뭐 말이 필요 없는 작품.,10,1,0,2014-03-23 20:11:00,0
1477,TOP92(kse4****),만약 히스레저가 출현했더라면...,10,1,0,2014-03-22 12:08:00,0
1478,kmjgood20(pkkk****),그냥 말이 필요없다 개쩐다,10,1,0,2014-03-22 03:21:00,0
1479,Lieutenant C(june****),이게 전설이지요 히스레저가 너무 안타까울 뿐입니다.,10,1,0,2014-03-18 21:07:00,0
1480,lets****,"놀란의 다크나이트 크로니클, 그 장엄한 종결",10,1,0,2014-03-17 05:34:00,0
1481,NC0456(shin****),완벽한 마무리!!!!,10,1,0,2014-03-15 15:18:00,0
1482,tkdg****,결국 영웅은 전설이 되었다.,10,1,0,2014-03-11 23:58:00,0
1483,bjml****,배트맨 시리즈 중 최고!!!,10,1,0,2014-03-09 22:44:00,0
1484,gktm****,나도 나오자마자 영화관에서 봤는데..웅장한 음악과 배트맨 등장은 잊을수가 없다.,10,1,0,2014-03-07 18:40:00,0
1485,rlat****,영화관에서 보는데 울뻔했다,10,1,0,2014-03-07 13:33:00,0
1486,junh****,영화로서의 장점을 최고로 살리고 집약한 영화,10,1,0,2014-03-02 16:31:00,0
1487,땡깡한톨(brak****),"신선한 에피타이저와 강렬한 메인디쉬를 즐긴후, 달콤 쌉쌀한 최고의 디저트",10,1,0,2014-02-20 02:04:00,0
1488,밀노(mirn****),세상에.... 히어로물이 이렇게 까지 우아하고 고상해질수 있나요....?,9,1,0,2014-02-19 17:18:00,0
1489,빤딱빤딱(kdh6****),배트맨에게서 철학을 배울지 누가 알았을까,10,1,0,2014-02-17 00:14:00,0
1490,비콰엿(kimh****),과연 이보다 더 완벽한 리메이크가 나올 수 있을까?,9,1,0,2014-02-15 00:38:00,0
1491,ㅇㄴㅇ(jmh5****),러매구추처나낯처하할니ㅏ,10,1,0,2014-02-13 15:25:00,0
1492,폭풍전야(chri****),이 영화가 놀란 감독이 만드는 배트맨 시리즈의 마지막이라는게 아쉬울 뿐입니다.,10,1,0,2014-02-11 01:09:00,0
1493,Rother(rigk****),시리즈로서는 완벽한 영화,10,1,0,2014-02-10 17:07:00,0
1494,리듬(alsd****),말이 필요없는 영화..,10,1,0,2014-02-09 04:20:00,0
1495,rhoma(rhom****),정말 명작입니다. :D,10,1,0,2014-02-01 17:05:00,0
1496,rhap****,"스펙터클한 액션은 많이 나오지 않지만, 선과 악에 대한 심오한 고찰과 과연 누가 영웅이 될 수 있을 것인가의 철학적인 질문과 답변은 영화의 높은 수준을 말해준다.",10,1,0,2014-01-11 22:02:00,0
1497,바보(worn****),심히 대단하다...감정이 벅차오른다..,9,1,0,2014-01-08 00:55:00,0
1498,검은색(asdx****),영웅이라는 짐을 두 어깨의 지고 수천만의 관객을 모조리 끌어올린다. 하늘 저 높이 올라 영웅은 사라졌지만 그는 이미 신이 되어있다. 이 시리즈는 하나의 '획'이 됬다.,10,1,0,2013-12-27 19:46:00,0
1499,아이리스(iris****),정말  다른 히어로가 등장하는 영화와는 다른  배트맨 만의 특색이 있는 것 같네요. 정말 짱입니다 짱!!!!,10,1,0,2013-12-25 20:28:00,0
1500,동원참치(arch****),이 영화보다 위대한 액션 영화는 전무후무 할 것이다,10,1,0,2013-12-25 12:27:00,0
1501,ㅈㅁㅇ(whan****),숨막히게잼잇졍ㅋㅋ흐흐흐ㅡㅎㅎ흐,10,1,0,2013-12-20 18:51:00,0
1502,달리다멈추지마(thdr****),피곤해서 쓰러지기 직전에도 볼 수밖에 없는 영화,10,1,0,2013-12-20 03:34:00,0
1503,thea****,크리스토퍼 놀란 라이즈,10,1,0,2013-12-18 23:41:00,0
